device_id,event_type,payload,is_success,extra,timestamp,created_at
e7c51886-7070-4fda-a0d7-9753d1e9ceca,scheduler_control,"{""power""=>false, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648134000}, ""fan_speed""=>5, ""temperature""=>27.0, ""operation_mode""=>2}",true,{},1648134000,2022-03-24 16:22:02 UTC
e7c51886-7070-4fda-a0d7-9753d1e9ceca,scheduler_control,"{""power""=>true, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648132200}, ""fan_speed""=>5, ""temperature""=>26.0, ""operation_mode""=>4}",true,{},1648132200,2022-03-24 16:22:02 UTC
