device_id,event_type,payload,is_success,extra,timestamp,created_at
a1ff4ca2-33ed-468e-a334-99b8a94a5f28,scheduler_control,"{""power""=>false, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648134000}, ""fan_speed""=>7, ""temperature""=>26.0, ""operation_mode""=>2}",true,{},1648134000,2022-03-24 16:22:03 UTC
a1ff4ca2-33ed-468e-a334-99b8a94a5f28,scheduler_control,"{""power""=>true, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648132200}, ""fan_speed""=>5, ""temperature""=>26.0, ""operation_mode""=>4}",true,{},1648132200,2022-03-24 16:22:03 UTC
a1ff4ca2-33ed-468e-a334-99b8a94a5f28,set_temperature,"{""power""=>true, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648100898}, ""fan_speed""=>7, ""temperature""=>24.0, ""operation_mode""=>4}",true,{},1648100912,2022-03-24 07:36:21 UTC
a1ff4ca2-33ed-468e-a334-99b8a94a5f28,set_temperature,"{""power""=>true, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648100683}, ""fan_speed""=>7, ""temperature""=>23.0, ""operation_mode""=>4}",true,{},1648100898,2022-03-24 07:36:21 UTC
