device_id,event_type,payload,is_success,extra,timestamp,created_at
d6b5761d-3439-4d5f-9487-4dd9cb2f3706,scheduler_control,"{""power""=>true, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648132209}, ""fan_speed""=>5, ""temperature""=>26.0, ""operation_mode""=>4}",true,{},1648132200,2022-03-24 15:52:11 UTC
