device_id,event_type,payload,is_success,extra,timestamp,created_at
46a5d141-9760-4ac1-934f-8fce43720b61,scheduler_control,"{""power""=>false, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648134000}, ""fan_speed""=>7, ""temperature""=>26.0, ""operation_mode""=>2}",true,{},1648134000,2022-03-24 16:22:03 UTC
46a5d141-9760-4ac1-934f-8fce43720b61,scheduler_control,"{""power""=>true, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648132200}, ""fan_speed""=>5, ""temperature""=>26.0, ""operation_mode""=>4}",true,{},1648132200,2022-03-24 16:22:03 UTC
46a5d141-9760-4ac1-934f-8fce43720b61,set_temperature,"{""power""=>true, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648100923}, ""fan_speed""=>7, ""temperature""=>24.0, ""operation_mode""=>4}",true,{},1648100926,2022-03-24 07:36:34 UTC
46a5d141-9760-4ac1-934f-8fce43720b61,set_temperature,"{""power""=>true, ""swing""=>0, ""timer""=>{""power""=>false, ""enable""=>false, ""expire_timestamp""=>1648100678}, ""fan_speed""=>7, ""temperature""=>23.0, ""operation_mode""=>4}",true,{},1648100923,2022-03-24 07:36:34 UTC
